sessionNo|startHour|startWeekday|duration|cCount|cMinPrice|cMaxPrice|cSumPrice|bCount|bMinPrice|bMaxPrice|bSumPrice|bStep|onlineStatus|availability|customerNo|maxVal|customerScore|accountLifetime|payments|age|address|lastOrder|order
161|6|5|620.525|43|5.0|29.99|692.9|6|12.49|29.99|115.44|5|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|669.516|43|5.0|29.99|692.9|6|12.49|29.99|115.44|4|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|675.086|43|5.0|29.99|692.9|6|12.49|29.99|115.44|3|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|689.531|46|5.0|29.99|752.87|7|12.49|29.99|135.43|?|?|?|66|3500|533|228|13|39|2|34|y
161|6|5|698.893|46|5.0|29.99|752.87|7|12.49|29.99|135.43|1|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|721.951|49|5.0|29.99|797.84|8|12.49|29.99|150.42|?|?|?|66|3500|533|228|13|39|2|34|y
161|6|5|730.677|49|5.0|29.99|797.84|8|12.49|29.99|150.42|1|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|758.924|52|5.0|29.99|835.31|9|12.49|29.99|162.91|?|?|?|66|3500|533|228|13|39|2|34|y
161|6|5|768.153|52|5.0|29.99|835.31|9|12.49|29.99|162.91|1|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|786.487|54|5.0|29.99|895.29|9|12.49|29.99|162.91|1|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|793.569|54|5.0|29.99|895.29|9|12.49|29.99|162.91|3|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|800.413|54|5.0|29.99|895.29|9|12.49|29.99|162.91|4|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|816.68|54|5.0|29.99|895.29|9|12.49|29.99|162.91|1|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|856.365|54|5.0|29.99|895.29|9|12.49|29.99|162.91|3|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|898.721|54|5.0|29.99|895.29|9|12.49|29.99|162.91|4|y|completely orderable|66|3500|533|228|13|39|2|34|y
161|6|5|905.142|54|5.0|29.99|895.29|9|12.49|29.99|162.91|5|y|completely orderable|66|3500|533|228|13|39|2|34|y
162|6|5|0.0|1|49.99|49.99|49.99|1|49.99|49.99|49.99|?|?|?|?|?|?|?|?|?|?|?|n
162|6|5|5.246|1|49.99|49.99|49.99|1|49.99|49.99|49.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
163|6|5|0.0|1|?|?|?|1|?|?|?|?|?|?|?|?|?|?|?|?|?|?|n
163|6|5|5.303|1|?|?|?|1|?|?|?|1|y|completely orderable|?|?|?|?|?|?|?|?|n
163|6|5|36.752|2|?|?|?|2|?|?|?|?|?|?|?|?|?|?|?|?|?|?|n
163|6|5|40.851|2|?|?|?|2|?|?|?|1|y|mixed|?|?|?|?|?|?|?|?|n
163|6|5|78.245|2|?|?|?|2|?|?|?|1|y|mixed|?|?|?|?|?|?|?|?|n
163|6|5|101.468|3|14.99|14.99|14.99|3|14.99|14.99|14.99|?|?|?|?|?|?|?|?|?|?|?|n
163|6|5|106.093|3|14.99|14.99|14.99|3|14.99|14.99|14.99|1|y|mainly orderable|?|?|?|?|?|?|?|?|n
164|6|5|5.448|2|34.95|34.95|69.9|1|34.95|34.95|34.95|?|?|?|67|4000|525|234|14|40|2|11|n
165|6|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|?|?|?|?|?|?|?|?|n
165|6|5|27.199|1|6.99|6.99|6.99|1|6.99|6.99|6.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
166|6|5|368.66|13|24.99|49.99|469.87|1|49.99|49.99|49.99|?|?|?|68|600|433|18|16|30|2|10|y
166|6|5|557.718|17|12.99|49.99|557.83|2|24.99|49.99|74.98|?|?|?|68|600|433|18|16|30|2|10|y
166|6|5|658.106|19|12.99|49.99|657.77|2|24.99|49.99|74.98|1|y|completely orderable|68|600|433|18|16|30|2|10|y
166|6|5|720.598|21|12.99|49.99|657.77|2|24.99|49.99|74.98|1|y|completely orderable|68|600|433|18|16|30|2|10|y
166|6|5|740.344|21|12.99|49.99|657.77|2|24.99|49.99|74.98|?|y|completely orderable|68|600|433|18|16|30|2|10|y
166|6|5|746.447|21|12.99|49.99|657.77|2|24.99|49.99|74.98|4|y|completely orderable|68|600|433|18|16|30|2|10|y
166|6|5|757.01|21|12.99|49.99|657.77|2|24.99|49.99|74.98|?|y|completely orderable|68|600|433|18|16|30|2|10|y
166|6|5|765.149|21|12.99|49.99|657.77|2|24.99|49.99|74.98|3|y|completely orderable|68|600|433|18|16|30|2|10|y
166|6|5|776.062|21|12.99|49.99|657.77|2|24.99|49.99|74.98|?|y|completely orderable|68|600|433|18|16|30|2|10|y
167|6|5|842.718|8|9.99|199.99|350.92|1|21.99|21.99|21.99|?|?|?|69|600|474|87|0|46|1|124|n
168|6|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|?|?|?|?|?|?|?|?|n
168|6|5|26.381|1|6.99|6.99|6.99|1|6.99|6.99|6.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
169|6|5|2.204|2|299.99|299.99|599.98|1|299.99|299.99|299.99|?|?|?|?|?|?|?|?|?|?|?|n
169|6|5|11.074|2|299.99|299.99|599.98|1|299.99|299.99|299.99|1|y|completely not orderable|?|?|?|?|?|?|?|?|n
170|6|5|252.164|17|4.99|14.99|72.93|1|4.99|4.99|4.99|?|?|?|?|?|?|?|?|?|?|?|y
170|6|5|328.66|21|4.99|14.99|102.89|2|4.99|6.99|11.98|?|?|?|?|?|?|?|?|?|?|?|y
170|6|5|413.519|26|4.99|17.99|140.86|3|4.99|9.99|21.97|?|?|?|?|?|?|?|?|?|?|?|y
170|6|5|623.148|40|4.99|17.99|243.78|4|4.99|14.99|36.96|?|?|?|?|?|?|?|?|?|?|?|y
170|6|5|693.805|47|4.99|17.99|333.72|5|4.99|14.99|51.95|?|?|?|?|?|?|?|?|?|?|?|y
170|6|5|748.452|48|4.99|17.99|348.71|5|4.99|14.99|51.95|?|y|completely orderable|?|?|?|?|?|?|?|?|y
170|6|5|752.477|48|4.99|17.99|348.71|5|4.99|14.99|51.95|4|y|completely orderable|?|?|?|?|?|?|?|?|y
170|6|5|770.635|48|4.99|17.99|348.71|5|4.99|14.99|51.95|?|y|completely orderable|?|?|?|?|?|?|?|?|y
171|6|5|804.927|19|5.0|22.0|196.0|1|22.0|22.0|22.0|?|?|?|70|1300|477|121|30|51|2|23|y
171|6|5|997.399|21|1.5|22.0|199.0|2|1.5|22.0|23.5|?|?|?|70|1300|477|121|30|51|2|23|y
171|6|5|1029.471|23|1.5|22.0|202.0|3|1.5|22.0|25.0|?|?|?|70|1300|477|121|30|51|2|23|y
171|6|5|1051.036|25|1.5|22.0|207.5|4|1.5|22.0|27.75|?|?|?|70|1300|477|121|30|51|2|23|y
171|6|5|1067.185|27|1.5|22.0|213.0|5|1.5|22.0|30.5|?|?|?|70|1300|477|121|30|51|2|23|y
171|6|5|1132.413|27|1.5|22.0|213.0|5|1.5|22.0|30.5|1|y|completely orderable|70|1300|477|121|30|51|2|23|y
171|6|5|1231.511|28|1.5|22.0|214.5|6|1.5|22.0|32.0|?|?|?|70|1300|477|121|30|51|2|23|y
171|6|5|1231.511|29|1.0|22.0|215.5|7|1.0|22.0|33.0|?|?|?|70|1300|477|121|30|51|2|23|y
171|6|5|1235.23|29|1.0|22.0|215.5|7|1.0|22.0|33.0|1|y|completely orderable|70|1300|477|121|30|51|2|23|y
171|6|5|1309.423|31|1.0|22.0|225.48|8|1.0|22.0|37.99|?|?|?|70|1300|477|121|30|51|2|23|y
171|6|5|1327.219|31|1.0|22.0|225.48|8|1.0|22.0|37.99|?|y|completely orderable|70|1300|477|121|30|51|2|23|y
171|6|5|1338.945|31|1.0|22.0|225.48|8|1.0|22.0|37.99|4|y|completely orderable|70|1300|477|121|30|51|2|23|y
171|6|5|1376.948|31|1.0|22.0|225.48|8|1.0|22.0|37.99|?|y|completely orderable|70|1300|477|121|30|51|2|23|y
172|6|5|116.063|3|299.99|399.99|999.97|1|299.99|299.99|299.99|?|?|?|?|?|?|?|?|?|?|?|n
172|6|5|141.327|3|299.99|399.99|999.97|1|299.99|299.99|299.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
172|6|5|210.083|3|299.99|399.99|999.97|1|299.99|299.99|299.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
172|6|5|228.089|3|299.99|399.99|999.97|1|299.99|299.99|299.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
172|6|5|259.528|3|299.99|399.99|999.97|1|299.99|299.99|299.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
172|6|5|359.392|3|299.99|399.99|999.97|1|299.99|299.99|299.99|3|y|completely orderable|?|?|?|?|?|?|?|?|n
173|6|5|4.771|3|4.99|4.99|9.98|1|4.99|4.99|4.99|?|?|?|?|?|?|?|?|?|?|?|n
173|6|5|12.81|3|4.99|4.99|9.98|1|4.99|4.99|4.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
173|6|5|23.619|3|4.99|4.99|9.98|1|4.99|4.99|4.99|3|y|completely orderable|?|?|?|?|?|?|?|?|n
173|6|5|27.858|3|4.99|4.99|9.98|1|4.99|4.99|4.99|4|y|completely orderable|?|?|?|?|?|?|?|?|n
173|6|5|31.816|3|4.99|4.99|9.98|1|4.99|4.99|4.99|5|y|completely orderable|?|?|?|?|?|?|?|?|n
173|6|5|51.466|3|4.99|4.99|9.98|1|4.99|4.99|4.99|4|y|completely orderable|?|?|?|?|?|?|?|?|n
173|6|5|57.572|3|4.99|4.99|9.98|1|4.99|4.99|4.99|5|y|completely orderable|?|?|?|?|?|?|?|?|n
174|6|5|0.0|1|169.0|169.0|169.0|1|169.0|169.0|169.0|?|?|?|?|?|?|?|?|?|?|?|n
174|6|5|0.0|2|99.99|169.0|268.99|2|99.99|169.0|268.99|?|?|?|?|?|?|?|?|?|?|?|n
174|6|5|0.0010|3|99.99|169.0|398.98|3|99.99|169.0|398.98|?|?|?|?|?|?|?|?|?|?|?|n
175|6|5|0.0|1|?|?|?|1|?|?|?|?|?|?|?|?|?|?|?|?|?|?|n
175|6|5|26.423|2|599.99|599.99|599.99|2|599.99|599.99|599.99|?|?|?|?|?|?|?|?|?|?|?|n
176|6|5|512.476|9|29.99|169.95|940.63|1|59.99|59.99|59.99|?|?|?|71|600|466|71|14|44|1|57|y
176|6|5|531.334|9|29.99|169.95|940.63|1|59.99|59.99|59.99|2|y|completely orderable|71|600|466|71|14|44|1|57|y
176|6|5|572.152|9|29.99|169.95|940.63|1|59.99|59.99|59.99|2|y|completely orderable|71|600|466|71|14|44|1|57|y
176|6|5|642.985|9|29.99|169.95|940.63|1|59.99|59.99|59.99|?|y|completely orderable|71|600|466|71|14|44|1|57|y
176|6|5|683.112|9|29.99|169.95|940.63|1|59.99|59.99|59.99|2|y|completely orderable|71|600|466|71|14|44|1|57|y
176|6|5|687.909|9|29.99|169.95|940.63|1|59.99|59.99|59.99|1|y|completely orderable|71|600|466|71|14|44|1|57|y
176|6|5|730.881|10|29.99|169.95|1000.62|2|59.99|59.99|119.98|?|?|?|71|600|466|71|14|44|1|57|y
176|6|5|733.55|10|29.99|169.95|1000.62|2|59.99|59.99|119.98|1|y|completely orderable|71|600|466|71|14|44|1|57|y
176|6|5|745.77|10|29.99|169.95|1000.62|2|59.99|59.99|119.98|?|y|completely orderable|71|600|466|71|14|44|1|57|y
176|6|5|1024.883|15|29.99|169.95|1630.45|3|59.99|169.95|289.93|?|?|?|71|600|466|71|14|44|1|57|y
176|6|5|1033.206|15|29.99|169.95|1630.45|3|59.99|169.95|289.93|?|y|completely orderable|71|600|466|71|14|44|1|57|y
177|6|5|115.793|5|19.99|19.99|39.98|1|19.99|19.99|19.99|?|?|?|72|900|557|34|5|49|2|44|n
178|6|5|0.0|1|59.99|59.99|59.99|1|59.99|59.99|59.99|?|?|?|73|0|404|58|3|45|1|58|n
178|6|5|1361.823|9|54.99|1399.99|7163.91|1|59.99|59.99|59.99|3|y|completely orderable|73|0|404|58|3|45|1|58|n
178|6|5|1375.439|9|54.99|1399.99|7163.91|1|59.99|59.99|59.99|4|y|completely orderable|73|0|404|58|3|45|1|58|n
179|6|5|0.0|1|9.99|9.99|9.99|1|9.99|9.99|9.99|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|105.683|9|9.99|39.99|329.91|2|9.99|39.99|49.98|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|137.077|13|9.99|39.99|449.88|3|9.99|39.99|89.97|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|153.502|16|9.99|39.99|539.85|4|9.99|39.99|129.96|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|198.786|20|9.99|39.99|669.81|5|9.99|39.99|169.95|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|221.966|23|9.99|39.99|789.78|6|9.99|39.99|209.94|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|237.488|26|9.99|39.99|909.75|7|9.99|39.99|249.93|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|269.645|29|9.99|39.99|1029.72|8|9.99|39.99|289.92|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|281.604|32|9.99|39.99|1149.69|9|9.99|39.99|329.91|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|294.375|32|9.99|39.99|1149.69|9|9.99|39.99|329.91|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|345.063|35|9.99|39.99|1269.66|10|9.99|39.99|369.9|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|356.93|39|9.99|39.99|1429.62|11|9.99|39.99|409.89|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|468.706|50|9.0|39.99|1541.61|12|9.0|39.99|418.89|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|559.001|59|5.0|39.99|1588.61|13|9.0|39.99|427.89|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|567.417|59|5.0|39.99|1588.61|13|9.0|39.99|427.89|2|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|581.109|59|5.0|39.99|1588.61|13|9.0|39.99|427.89|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|606.72|62|5.0|42.0|1714.61|14|9.0|42.0|469.89|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|612.815|62|5.0|42.0|1714.61|14|9.0|42.0|469.89|2|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|618.721|62|5.0|42.0|1714.61|14|9.0|42.0|469.89|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|686.722|63|5.0|42.0|1756.61|14|9.0|42.0|469.89|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|688.601|63|5.0|42.0|1756.61|14|9.0|42.0|469.89|2|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|698.895|64|5.0|42.0|1798.61|14|9.0|42.0|469.89|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|702.742|64|5.0|42.0|1798.61|14|9.0|42.0|469.89|2|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|712.759|65|5.0|42.0|1807.61|14|9.0|42.0|469.89|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|723.094|67|5.0|42.0|1891.61|15|9.0|42.0|511.89|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|831.659|74|5.0|42.0|1956.84|15|9.0|42.0|511.89|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|886.139|77|5.0|74.99|2106.82|16|9.0|74.99|586.88|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|894.893|77|5.0|74.99|2106.82|16|9.0|74.99|586.88|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|1049.151|85|5.0|74.99|2306.77|17|9.0|74.99|626.87|?|?|?|?|?|?|?|?|?|?|?|y
179|6|5|1207.0|99|5.0|74.99|2856.67|17|9.0|74.99|626.87|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|1241.2|100|5.0|74.99|2896.67|17|9.0|74.99|626.87|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|1249.124|100|5.0|74.99|2896.67|17|9.0|74.99|626.87|2|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|1262.194|100|5.0|74.99|2896.67|17|9.0|74.99|626.87|?|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|1271.238|100|5.0|74.99|2896.67|17|9.0|74.99|626.87|4|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|1282.155|100|5.0|74.99|2896.67|17|9.0|74.99|626.87|?|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|1336.904|100|5.0|74.99|2896.67|17|9.0|74.99|626.87|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|1367.217|100|5.0|74.99|2896.67|17|9.0|74.99|626.87|1|y|completely orderable|?|?|?|?|?|?|?|?|y
179|6|5|1397.919|100|5.0|74.99|2896.67|17|9.0|74.99|626.87|?|y|completely orderable|?|?|?|?|?|?|?|?|y
180|6|5|411.086|5|319.99|549.99|2468.96|1|549.99|549.99|549.99|?|?|?|?|?|?|?|?|?|?|?|n
180|6|5|451.402|7|319.99|549.99|3108.94|2|319.99|549.99|869.98|?|?|?|?|?|?|?|?|?|?|?|n
180|6|5|539.47|9|19.99|549.99|3148.92|3|19.99|549.99|889.97|?|?|?|?|?|?|?|?|?|?|?|n
180|6|5|656.456|13|19.99|549.99|4664.92|4|19.99|549.99|1268.97|?|?|?|?|?|?|?|?|?|?|?|n
180|6|5|730.08|13|19.99|549.99|4664.92|4|19.99|549.99|1268.97|2|y|completely orderable|?|?|?|?|?|?|?|?|n
180|6|5|929.547|14|19.99|549.99|5043.92|4|19.99|549.99|1268.97|2|y|completely orderable|?|?|?|?|?|?|?|?|n
180|6|5|1133.021|14|19.99|549.99|5043.92|4|19.99|549.99|1268.97|3|y|completely orderable|?|?|?|?|?|?|?|?|n
180|6|5|1185.726|14|19.99|549.99|5043.92|4|19.99|549.99|1268.97|4|y|completely orderable|?|?|?|?|?|?|?|?|n
180|6|5|1277.203|14|19.99|549.99|5043.92|4|19.99|549.99|1268.97|4|y|completely orderable|?|?|?|?|?|?|?|?|n
180|6|5|1324.472|14|19.99|549.99|5043.92|4|19.99|549.99|1268.97|5|y|completely orderable|?|?|?|?|?|?|?|?|n
180|6|5|1365.661|14|19.99|549.99|5043.92|4|19.99|549.99|1268.97|4|y|completely orderable|?|?|?|?|?|?|?|?|n
180|6|5|1399.831|14|19.99|549.99|5043.92|4|19.99|549.99|1268.97|4|y|completely orderable|?|?|?|?|?|?|?|?|n
180|6|5|1403.936|14|19.99|549.99|5043.92|4|19.99|549.99|1268.97|3|y|completely orderable|?|?|?|?|?|?|?|?|n
180|6|5|1410.613|14|19.99|549.99|5043.92|4|19.99|549.99|1268.97|1|y|completely orderable|?|?|?|?|?|?|?|?|n
181|6|5|0.0|1|49.99|49.99|49.99|1|49.99|49.99|49.99|?|?|?|?|?|?|?|?|?|?|?|n
181|6|5|4.683|1|49.99|49.99|49.99|1|49.99|49.99|49.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
182|6|5|656.006|17|1.0|7.0|69.0|1|7.0|7.0|7.0|?|?|?|74|600|567|8|10|48|2|10|n
183|6|5|64.302|3|29.99|29.99|89.97|1|29.99|29.99|29.99|?|?|?|75|2700|528|149|20|42|2|29|y
183|6|5|84.202|3|29.99|29.99|89.97|1|29.99|29.99|29.99|2|y|completely orderable|75|2700|528|149|20|42|2|29|y
183|6|5|104.334|3|29.99|29.99|89.97|1|29.99|29.99|29.99|?|y|completely orderable|75|2700|528|149|20|42|2|29|y
183|6|5|113.622|3|29.99|29.99|89.97|1|29.99|29.99|29.99|4|y|completely orderable|75|2700|528|149|20|42|2|29|y
183|6|5|147.157|3|29.99|29.99|89.97|1|29.99|29.99|29.99|?|y|completely orderable|75|2700|528|149|20|42|2|29|y
184|6|5|14.265|3|19.99|19.99|59.97|1|19.99|19.99|19.99|?|?|?|?|?|?|?|?|?|?|?|n
185|6|5|451.012|8|14.99|14.99|89.94|1|14.99|14.99|14.99|?|?|?|76|?|?|?|0|40|2|15|y
185|6|5|467.719|8|14.99|14.99|89.94|1|14.99|14.99|14.99|?|y|completely orderable|76|?|?|?|0|40|2|15|y
186|6|5|333.517|5|14.99|34.99|109.92|1|34.99|34.99|34.99|?|?|?|77|1400|517|65|10|28|1|354|n
187|6|5|6.581|2|299.99|299.99|599.98|1|299.99|299.99|299.99|?|?|?|?|?|?|?|?|?|?|?|y
187|6|5|60.915|4|299.99|469.99|1539.96|2|299.99|469.99|769.98|?|?|?|?|?|?|?|?|?|?|?|y
187|6|5|83.163|4|299.99|469.99|1539.96|2|299.99|469.99|769.98|1|y|completely orderable|?|?|?|?|?|?|?|?|y
187|6|5|96.602|4|299.99|469.99|1539.96|2|299.99|469.99|769.98|2|y|completely orderable|?|?|?|?|?|?|?|?|y
187|6|5|174.097|4|299.99|469.99|1539.96|2|299.99|469.99|769.98|3|y|completely orderable|?|?|?|?|?|?|?|?|y
187|6|5|196.036|4|299.99|469.99|1539.96|2|299.99|469.99|769.98|4|y|completely orderable|?|?|?|?|?|?|?|?|y
187|6|5|211.373|4|299.99|469.99|1539.96|2|299.99|469.99|769.98|3|y|completely orderable|?|?|?|?|?|?|?|?|y
187|6|5|229.851|4|299.99|469.99|1539.96|2|299.99|469.99|769.98|4|y|completely orderable|?|?|?|?|?|?|?|?|y
187|6|5|268.831|4|299.99|469.99|1539.96|2|299.99|469.99|769.98|5|y|completely orderable|?|?|?|?|?|?|?|?|y
188|6|5|0.0|1|59.99|59.99|59.99|1|59.99|59.99|59.99|?|?|?|78|300|506|0|0|33|1|25|y
188|6|5|11.535|1|59.99|59.99|59.99|1|59.99|59.99|59.99|2|y|completely orderable|78|300|506|0|0|33|1|25|y
188|6|5|28.732|1|59.99|59.99|59.99|1|59.99|59.99|59.99|2|y|completely orderable|78|300|506|0|0|33|1|25|y
188|6|5|40.745|1|59.99|59.99|59.99|1|59.99|59.99|59.99|?|y|completely orderable|78|300|506|0|0|33|1|25|y
188|6|5|51.081|1|59.99|59.99|59.99|1|59.99|59.99|59.99|4|y|completely orderable|78|300|506|0|0|33|1|25|y
188|6|5|99.134|1|59.99|59.99|59.99|1|59.99|59.99|59.99|?|y|completely orderable|78|300|506|0|0|33|1|25|y
188|6|5|229.596|1|59.99|59.99|59.99|1|59.99|59.99|59.99|4|y|completely orderable|78|300|506|0|0|33|1|25|y
188|6|5|235.539|1|59.99|59.99|59.99|1|59.99|59.99|59.99|4|y|completely orderable|78|300|506|0|0|33|1|25|y
188|6|5|245.46|1|59.99|59.99|59.99|1|59.99|59.99|59.99|?|y|completely orderable|78|300|506|0|0|33|1|25|y
189|6|5|23.667|3|199.99|199.99|599.97|1|199.99|199.99|199.99|?|?|?|?|?|?|?|?|?|?|?|n
189|6|5|50.21|3|199.99|199.99|599.97|1|199.99|199.99|199.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|74.462|3|199.99|199.99|599.97|1|199.99|199.99|199.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|154.74|3|199.99|199.99|599.97|1|199.99|199.99|199.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|198.539|4|199.99|199.99|799.96|2|199.99|199.99|399.98|?|?|?|?|?|?|?|?|?|?|?|n
189|6|5|210.085|4|199.99|199.99|799.96|2|199.99|199.99|399.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|294.652|4|199.99|199.99|799.96|2|199.99|199.99|399.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|487.99|4|199.99|199.99|799.96|2|199.99|199.99|399.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|537.002|4|199.99|199.99|799.96|2|199.99|199.99|399.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|589.824|4|199.99|199.99|799.96|2|199.99|199.99|399.98|3|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|676.247|4|199.99|199.99|799.96|2|199.99|199.99|399.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|680.632|4|199.99|199.99|799.96|2|199.99|199.99|399.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|685.485|4|199.99|199.99|799.96|2|199.99|199.99|399.98|2|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|694.337|4|199.99|199.99|799.96|2|199.99|199.99|399.98|1|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|749.934|4|199.99|199.99|799.96|2|199.99|199.99|399.98|3|y|completely orderable|?|?|?|?|?|?|?|?|n
189|6|5|905.905|4|199.99|199.99|799.96|2|199.99|199.99|399.98|4|y|completely orderable|?|?|?|?|?|?|?|?|n
190|6|5|0.0|1|99.99|99.99|99.99|1|99.99|99.99|99.99|?|?|?|?|?|?|?|?|?|?|?|n
190|6|5|0.0|2|99.99|129.99|229.98|2|99.99|129.99|229.98|?|?|?|?|?|?|?|?|?|?|?|n
190|6|5|0.0|3|99.99|169.0|398.98|3|99.99|169.0|398.98|?|?|?|?|?|?|?|?|?|?|?|n
191|6|5|138.394|4|7.0|9.0|34.0|1|9.0|9.0|9.0|?|?|?|?|?|?|?|?|?|?|?|n
192|6|5|0.0|1|59.99|59.99|59.99|1|59.99|59.99|59.99|?|?|?|79|1000|412|8|7|43|1|77|y
192|6|5|254.484|16|29.99|62.99|646.85|2|44.99|59.99|104.98|?|?|?|79|1000|412|8|7|43|1|77|y
192|6|5|7113.097|45|29.99|399.99|3406.58|3|39.99|59.99|144.97|?|?|?|79|1000|412|8|7|43|1|77|y
192|6|5|7175.943|46|29.99|399.99|3476.57|3|39.99|59.99|144.97|2|y|completely orderable|79|1000|412|8|7|43|1|77|y
192|6|5|7239.042|46|29.99|399.99|3476.57|3|39.99|59.99|144.97|?|y|completely orderable|79|1000|412|8|7|43|1|77|y
192|6|5|7277.22|47|29.99|399.99|3536.56|4|39.99|59.99|204.96|?|?|?|79|1000|412|8|7|43|1|77|y
192|6|5|7288.429|47|29.99|399.99|3536.56|4|39.99|59.99|204.96|?|y|completely orderable|79|1000|412|8|7|43|1|77|y
192|6|5|7299.873|47|29.99|399.99|3536.56|4|39.99|59.99|204.96|4|y|completely orderable|79|1000|412|8|7|43|1|77|y
192|6|5|7305.585|47|29.99|399.99|3536.56|4|39.99|59.99|204.96|?|y|completely orderable|79|1000|412|8|7|43|1|77|y
192|6|5|7324.842|47|29.99|399.99|3536.56|4|39.99|59.99|204.96|1|y|completely orderable|79|1000|412|8|7|43|1|77|y
192|6|5|7376.751|47|29.99|399.99|3536.56|4|39.99|59.99|204.96|1|y|completely orderable|79|1000|412|8|7|43|1|77|y
192|6|5|7386.596|47|29.99|399.99|3536.56|4|39.99|59.99|204.96|1|y|completely orderable|79|1000|412|8|7|43|1|77|y
192|6|5|7430.473|52|29.99|399.99|3659.53|5|39.99|59.99|249.95|?|?|?|79|1000|412|8|7|43|1|77|y
192|6|5|7461.54|52|29.99|399.99|3659.53|5|39.99|59.99|249.95|?|y|completely orderable|79|1000|412|8|7|43|1|77|y
192|6|5|7473.046|52|29.99|399.99|3659.53|5|39.99|59.99|249.95|4|y|completely orderable|79|1000|412|8|7|43|1|77|y
